,Items
1,soda,root vegetables,semi-finished bread
3873,other vegetables,pickled vegetables
3874,canned beer,bottled water
3875,frankfurter,UHT-milk
3876,rice,chewing gum,rolls/buns
3877,baking powder,butter
3878,pip fruit,hard cheese,candy
3879,soda,hygiene articles
3880,brown bread,bottled beer
3881,tropical fruit,sausage,hamburger meat,zwieback,specialty cheese,domestic eggs
3882,frankfurter,rolls/buns
3883,chocolate marshmallow,whole milk,whole milk
3884,bottled beer,whole milk
3885,berries,processed cheese
3886,root vegetables,rolls/buns
3887,whole milk,waffles,dog food
3888,dessert,newspapers,white bread
3889,bottled beer,frozen vegetables
3890,pasta,yogurt,specialty bar
3891,whole milk,whole milk,sauces
3892,butter,root vegetables
3893,other vegetables,whipped/sour cream
3894,hard cheese,rolls/buns
3895,chocolate,soda
3896,root vegetables,shopping bags
3897,tropical fruit,whole milk
3898,frankfurter,root vegetables
3899,root vegetables,whipped/sour cream,shopping bags
3900,root vegetables,frozen vegetables
3901,whole milk,canned beer
3902,tropical fruit,semi-finished bread
3903,rolls/buns,rolls/buns
3904,sausage,domestic eggs
3905,yogurt,white bread
3906,root vegetables,bottled water,whipped/sour cream
3907,root vegetables,pastry
3908,whole milk,pork
3909,other vegetables,other vegetables,liquor (appetizer),specialty bar,candles,red/blush wine
3910,sausage,meat spreads
3911,citrus fruit,whipped/sour cream
3912,candy,domestic eggs
3913,tropical fruit,hamburger meat,coffee,sliced cheese,whipped/sour cream
3914,sausage,sauces
3915,pork,yogurt,coffee
3916,rolls/buns,butter
3917,white bread,rolls/buns
3918,sausage,finished products
3919,yogurt,bottled water,processed cheese
3920,tropical fruit,soda
3921,butter,bottled water,bottled water
3922,tropical fruit,root vegetables
3923,frankfurter,long life bakery product
3924,canned beer,pork,processed cheese,root vegetables,snack products,sugar
3925,frankfurter,whole milk,whole milk,specialty bar
3926,baking powder,frozen potato products
3927,curd,whipped/sour cream,margarine
3928,root vegetables,whipped/sour cream,rolls/buns,rolls/buns
3929,white bread,popcorn
3930,pip fruit,pip fruit,sliced cheese,dishes
3931,tropical fruit,domestic eggs
3932,hamburger meat,whipped/sour cream
3933,rolls/buns,instant coffee
3934,sparkling wine,softener
3935,curd,brown bread
3936,citrus fruit,rolls/buns
3937,soda,rolls/buns
3938,whole milk,frozen potato products,fruit/vegetable juice
3939,frankfurter,frankfurter,beef,domestic eggs,hard cheese,processed cheese,curd,shopping bags
3940,chicken,bottled water
3941,rolls/buns,bottled water
3942,canned vegetables,root vegetables,cake bar
3943,tropical fruit,curd,salt,bottled water
3944,salty snack,newspapers
3945,soda,margarine
3946,hamburger meat,chocolate,processed cheese
3947,butter milk,root vegetables
3948,domestic eggs,sugar,Instant food products
3949,yogurt,shopping bags,waffles,chocolate
3950,margarine,canned fish
3951,sausage,beverages,canned beer,whole milk
3952,whipped/sour cream,root vegetables
3953,frankfurter,beef,frozen fish,rice,napkins
3954,canned beer,onions
3955,pork,berries
3956,sausage,pip fruit,brown bread
3957,soda,root vegetables
3958,red/blush wine,bottled beer
3959,sausage,brown bread,meat spreads
3960,other vegetables,abrasive cleaner
3961,beef,soda
3962,butter,rolls/buns
3963,white bread,tropical fruit
3964,chocolate,herbs,chocolate
3965,yogurt,chicken,bottled water,whole milk,flour,detergent
3966,napkins,whole milk
3967,cat food,white bread
3968,other vegetables,bottled water
3969,ham,rolls/buns,whole milk,rum,berries,cleaner
3970,bottled beer,whole milk
3971,waffles,shopping bags,sparkling wine
3972,soda,whole milk
3973,whipped/sour cream,toilet cleaner
3974,rolls/buns,packaged fruit/vegetables
3975,meat,liver loaf
3976,pip fruit,newspapers
3977,photo/film,chewing gum
3978,cocoa drinks,red/blush wine
3979,butter milk,berries,citrus fruit,napkins
3980,root vegetables,newspapers
3981,newspapers,whipped/sour cream
3982,whole milk,roll products ,rice
3983,salt,cake bar
3984,seasonal products,onions
3985,pip fruit,rolls/buns
3986,margarine,cereals
3987,onions,cream cheese ,baking powder
3988,baking powder,condensed milk
3989,other vegetables,rolls/buns
3990,condensed milk,whole milk,other vegetables,soups
3991,hamburger meat,flour,cling film/bags
3992,dish cleaner,whole milk,frozen vegetables,waffles
3993,white wine,condensed milk
3994,canned fish,rolls/buns,domestic eggs
3995,other vegetables,yogurt,Instant food products
3996,soda,shopping bags
3997,berries,curd,specialty cheese
3998,beef,semi-finished bread
3999,bottled water,root vegetables
4000,curd,cake bar,ketchup
4001,pip fruit,abrasive cleaner
4002,berries,ham
4003,whole milk,pork
4004,meat,other vegetables
4005,citrus fruit,shopping bags
4006,chicken,whipped/sour cream,canned vegetables
4007,other vegetables,bottled water,cereals
4008,pip fruit,white bread
4009,sparkling wine,butter
4010,tropical fruit,salty snack
4011,white wine,citrus fruit
4012,rolls/buns,soda
4013,UHT-milk,tea
4014,ham,pickled vegetables
4015,other vegetables,domestic eggs
4016,sausage,berries,rolls/buns
4017,yogurt,tropical fruit,specialty bar
4018,rolls/buns,waffles
4019,whole milk,whipped/sour cream
4020,shopping bags,whole milk,cling film/bags,bottled beer,newspapers
4021,specialty bar,bottled beer
4022,rolls/buns,margarine
4023,waffles,shopping bags
4024,hard cheese,salty snack
4025,coffee,bottled beer
4026,soda,bottled beer,brown bread
4027,tropical fruit,coffee,canned vegetables
4028,ham,pastry
4029,margarine,frozen vegetables,baking powder
4030,canned beer,long life bakery product
4031,citrus fruit,root vegetables,yogurt,soft cheese
4032,tropical fruit,curd,brown bread,pastry
4033,root vegetables,root vegetables,frozen vegetables
4034,specialty cheese,yogurt
4035,pork,spread cheese
4036,semi-finished bread,dish cleaner
4037,butter milk,soda,ham,bottled beer,detergent
4038,whole milk,domestic eggs
4039,citrus fruit,shopping bags,domestic eggs
4040,tropical fruit,other vegetables,frozen meals,pastry
4041,bottled water,rolls/buns
4042,whipped/sour cream,sugar,brown bread
4043,sausage,shopping bags
4044,whipped/sour cream,rolls/buns
4045,yogurt,yogurt,other vegetables,sliced cheese
4046,canned beer,cooking chocolate,white bread,curd,mustard,chocolate
4047,salty snack,red/blush wine
4048,onions,cat food
4049,turkey,beef,root vegetables,margarine,shopping bags,curd
4050,bottled water,margarine
4051,pork,cookware,root vegetables,canned beer,whole milk,bottled water,oil,whole milk
4052,domestic eggs,root vegetables,semi-finished bread,curd
4053,hamburger meat,pastry
4054,frankfurter,butter,bottled beer
4055,shopping bags,other vegetables,canned vegetables
4056,root vegetables,bottled water
4057,dessert,chocolate
4058,whole milk,grapes
4059,citrus fruit,yogurt,citrus fruit,sausage,hard cheese,napkins,margarine,cream cheese 
4060,citrus fruit,beef,rolls/buns,whole milk
4061,soda,yogurt
4062,chicken,misc. beverages
4063,rolls/buns,brown bread
4064,hard cheese,coffee
4065,rolls/buns,cream cheese 
4066,beverages,margarine,napkins,napkins
4067,soda,whole milk,brandy
4068,whole milk,coffee
4069,pastry,brown bread
4070,whipped/sour cream,root vegetables
4071,curd,sausage,margarine,long life bakery product
4072,berries,pastry
4073,canned beer,bottled beer
4074,whipped/sour cream,beef
4075,salty snack,waffles,specialty cheese
4076,rolls/buns,canned beer
4077,tropical fruit,chewing gum
4078,butter,specialty chocolate
4079,brown bread,napkins
4080,whipped/sour cream,shopping bags,soda
4081,sausage,whipped/sour cream,soda
4082,ham,other vegetables
4083,grapes,butter
4084,pip fruit,hard cheese,detergent
4085,whole milk,citrus fruit
4086,canned beer,dishes
4087,tropical fruit,onions
4088,misc. beverages,bottled beer,other vegetables,cream cheese 
4089,frankfurter,hard cheese,bottled beer
4090,pork,tropical fruit,pip fruit,brown bread
4091,whole milk,rolls/buns,canned fruit,onions,soda
4092,frankfurter,pip fruit,brown bread
4093,pastry,semi-finished bread
4094,pip fruit,soda,domestic eggs
4095,other vegetables,shopping bags,other vegetables
4096,other vegetables,coffee
4097,ham,bathroom cleaner
4098,canned beer,cake bar
4099,shopping bags,rolls/buns
4100,rolls/buns,specialty bar
4101,ham,other vegetables
4102,canned beer,frozen meals,pastry
4103,canned beer,tropical fruit,newspapers
4104,other vegetables,bottled beer,rolls/buns,shopping bags
4105,berries,rolls/buns,pastry
4106,soda,yogurt
4107,yogurt,cream cheese 
4108,sausage,dessert
4109,UHT-milk,salt
4110,frankfurter,dessert,pet care,soda,whipped/sour cream
4111,specialty cheese,brown bread,margarine
4112,other vegetables,margarine
4113,mayonnaise,chocolate
4114,sausage,photo/film
4115,liver loaf,rolls/buns,rolls/buns,other vegetables,rolls/buns,packaged fruit/vegetables,flower (seeds),shopping bags
4116,pet care,soda
4117,newspapers,butter
4118,tropical fruit,flower soil/fertilizer,flour,specialty bar
4119,tropical fruit,berries,mayonnaise
4120,root vegetables,rice
4121,specialty bar,rolls/buns,processed cheese
4122,yogurt,napkins
4123,red/blush wine,yogurt
4124,sausage,pot plants
4125,flour,pastry
4126,other vegetables,frankfurter,other vegetables,newspapers,spread cheese
4127,ham,whipped/sour cream
4128,other vegetables,other vegetables
4129,pip fruit,pasta
4130,citrus fruit,sauces
4131,berries,frozen meals,shopping bags
4132,fruit/vegetable juice,soft cheese
4133,domestic eggs,whole milk,bottled beer
4134,ice cream,meat spreads
4135,other vegetables,soda
4136,rolls/buns,bottled beer
4137,soda,root vegetables
4138,sausage,grapes,berries,curd
4139,citrus fruit,whipped/sour cream
4140,beef,newspapers
4141,canned beer,citrus fruit,rolls/buns,condensed milk,skin care
4142,other vegetables,hygiene articles,dessert,margarine,fruit/vegetable juice,hygiene articles
4143,rolls/buns,fruit/vegetable juice
4144,butter,bottled water
4145,root vegetables,seasonal products
4146,baking powder,fruit/vegetable juice
4147,ham,whole milk
4148,rolls/buns,male cosmetics,liquor (appetizer)
4149,root vegetables,canned beer
4150,curd,coffee
4151,rolls/buns,whole milk
4152,tropical fruit,sausage
4153,sausage,pasta
4154,packaged fruit/vegetables,pudding powder,shopping bags,coffee
4155,canned vegetables,pasta
4156,other vegetables,curd,yogurt,pudding powder
4157,other vegetables,tropical fruit
4158,bottled water,UHT-milk
4159,rolls/buns,sausage,curd,whole milk,butter milk,margarine,white bread,yogurt
4160,soda,whole milk
4161,white bread,brown bread
4162,tropical fruit,bottled beer
4163,ham,pork,soda
4164,hamburger meat,whipped/sour cream
4165,beef,newspapers
4166,other vegetables,baking powder,salty snack
4167,hamburger meat,root vegetables
4168,soda,UHT-milk
4169,bottled water,yogurt,seasonal products
4170,brown bread,coffee,canned beer
4171,sausage,dessert
4172,spread cheese,salty snack,soda,domestic eggs
4173,newspapers,dishes
4174,pip fruit,spread cheese,misc. beverages
4175,other vegetables,dessert,other vegetables,fruit/vegetable juice
4176,cat food,soda,yogurt,margarine
4177,curd,light bulbs
4178,root vegetables,sausage,cream cheese ,curd,UHT-milk
4179,finished products,other vegetables
4180,fruit/vegetable juice,root vegetables,pastry
4181,specialty vegetables,yogurt
4182,root vegetables,whole milk
4183,salty snack,canned beer
4184,pip fruit,rolls/buns,shopping bags
4185,sausage,newspapers
4186,soda,roll products 
4187,frozen chicken,herbs,yogurt
4188,newspapers,specialty vegetables
4189,brown bread,sugar
4190,rolls/buns,chicken,shopping bags,hard cheese
4191,cat food,newspapers,fruit/vegetable juice
4192,chicken,pip fruit
4193,flour,dessert
4194,root vegetables,white bread,canned fish
4195,sausage,rolls/buns
4196,newspapers,sliced cheese
4197,soda,frozen potato products
4198,other vegetables,soda
4199,tropical fruit,soda,spices
4200,sausage,shopping bags
4201,pork,butter
4202,pork,shopping bags,bottled water
4203,soda,butter milk,citrus fruit,other vegetables
4204,frankfurter,whole milk
4205,soda,sausage,butter milk,vinegar
4206,canned beer,rolls/buns
4207,chocolate,seasonal products,rolls/buns
4208,citrus fruit,rolls/buns
4209,beef,rolls/buns,butter
4210,citrus fruit,whole milk
4211,UHT-milk,sweet spreads
4212,frankfurter,UHT-milk
4213,finished products,whole milk,other vegetables,cling film/bags
4214,beef,pastry
4215,dessert,butter milk
4216,hard cheese,sweet spreads
4217,meat,canned beer
4218,chicken,frankfurter,other vegetables,domestic eggs
4219,frozen vegetables,frozen vegetables
4220,whole milk,other vegetables,rice
4221,beverages,waffles,specialty chocolate
4222,tropical fruit,soda,canned vegetables
4223,hamburger meat,tropical fruit,whipped/sour cream,rolls/buns
4224,soda,specialty bar,tidbits
4225,tropical fruit,grapes
4226,brown bread,dessert
4227,curd,curd
4228,yogurt,whole milk
4229,frankfurter,pork,tropical fruit,pastry
4230,photo/film,pip fruit,butter,liquor (appetizer),bottled beer,sweet spreads
4231,citrus fruit,rolls/buns
4232,misc. beverages,long life bakery product
4233,frozen potato products,rolls/buns
4234,pip fruit,soda,detergent
4235,pork,whipped/sour cream
4236,tropical fruit,berries,chocolate
4237,whole milk,rolls/buns
4238,fruit/vegetable juice,cat food,zwieback,frozen dessert
4239,soda,liquor (appetizer)
4240,other vegetables,butter milk
4241,grapes,other vegetables
4242,domestic eggs,hard cheese
4243,bottled beer,fruit/vegetable juice
4244,frankfurter,whole milk
4245,whole milk,frozen vegetables
4246,sausage,root vegetables
4247,pork,brown bread
4248,specialty chocolate,turkey,canned beer,soda,dental care
4249,beef,citrus fruit,whole milk,yogurt
4250,beef,turkey,grapes,shopping bags,sliced cheese,bottled water
4251,root vegetables,shopping bags
4252,yogurt,condensed milk,yogurt
4253,yogurt,salty snack
4254,bottled beer,tropical fruit
4255,whole milk,margarine
4256,rolls/buns,salty snack,waffles
4257,root vegetables,root vegetables,processed cheese,frozen fish
4258,yogurt,yogurt
4259,sausage,herbs
4260,newspapers,detergent
4261,canned beer,white bread,male cosmetics,chocolate
4262,tropical fruit,citrus fruit
4263,beef,domestic eggs,pastry
4264,brown bread,skin care,whipped/sour cream
4265,chicken,flower soil/fertilizer
4266,pastry,domestic eggs,napkins
4267,root vegetables,bottled water
4268,chocolate,whole milk
4269,onions,hygiene articles
4270,finished products,cocoa drinks
4271,root vegetables,bottled beer
4272,pip fruit,specialty bar,long life bakery product
4273,bottled water,sugar
4274,pork,soda
4275,bottled water,newspapers
4276,other vegetables,sliced cheese
4277,other vegetables,cooking chocolate
4278,long life bakery product,butter
4279,brown bread,pet care
4280,beverages,bottled water
4281,citrus fruit,whipped/sour cream
4282,turkey,frozen dessert,shopping bags
4283,soda,specialty cheese,napkins
4284,cake bar,red/blush wine
4285,condensed milk,yogurt,butter
4286,sliced cheese,newspapers,dog food,fruit/vegetable juice,rolls/buns,butter,hygiene articles,yogurt
4287,sausage,cake bar
4288,instant coffee,onions,processed cheese,dental care
4289,bottled water,salty snack
4290,artif. sweetener,sugar
4291,rolls/buns,dessert,bottled water,chocolate
4292,pip fruit,newspapers,root vegetables
4293,whipped/sour cream,sweet spreads
4294,whole milk,frozen vegetables,bottled beer,specialty cheese,chewing gum
4295,rolls/buns,domestic eggs
4296,canned beer,nuts/prunes
4297,dog food,curd
4298,rolls/buns,soda
4299,bottled water,tropical fruit
4300,other vegetables,whole milk,light bulbs,canned beer
4301,frankfurter,other vegetables
4302,soda,other vegetables
4303,meat spreads,hard cheese,frozen vegetables,butter
4304,sausage,long life bakery product
4305,whole milk,newspapers
4306,sausage,sliced cheese
4307,onions,cat food,white wine
4308,other vegetables,cereals
4309,yogurt,long life bakery product
4310,tropical fruit,citrus fruit,chocolate
4311,butter,whole milk
4312,pork,oil
4313,curd,domestic eggs
4314,coffee,white wine
4315,meat,cream cheese 
4316,other vegetables,yogurt,specialty bar
4317,specialty chocolate,vinegar
4318,citrus fruit,shopping bags
4319,whole milk,sweet spreads,soda,soda
4320,coffee,tidbits
4321,fruit/vegetable juice,waffles,tropical fruit,domestic eggs,liquor (appetizer),dessert
4322,citrus fruit,other vegetables
4323,other vegetables,other vegetables,rolls/buns
4324,margarine,dishes
4325,whole milk,butter
4326,bottled beer,chocolate
4327,other vegetables,pastry
4328,other vegetables,other vegetables
4329,coffee,curd cheese
4330,frozen vegetables,misc. beverages
4331,rolls/buns,pickled vegetables
4332,cling film/bags,coffee
4333,berries,sugar,female sanitary products,dessert
4334,pork,shopping bags
4335,whole milk,whole milk
4336,berries,baking powder
4337,root vegetables,beverages
4338,bottled beer,butter,frozen vegetables,whole milk
4339,tropical fruit,shopping bags,hard cheese
4340,soft cheese,chewing gum,cling film/bags
4341,root vegetables,frozen vegetables
4342,chocolate marshmallow,brown bread
4343,hamburger meat,organic sausage
4344,beef,candy
4345,sausage,UHT-milk
4346,canned beer,rolls/buns
4347,berries,domestic eggs,coffee
4348,bottled water,domestic eggs
4349,meat,dessert
4350,shopping bags,flower (seeds),curd cheese,decalcifier
4351,pickled vegetables,whole milk
4352,canned vegetables,dental care
4353,hygiene articles,other vegetables
4354,pork,other vegetables
4355,citrus fruit,curd
4356,whole milk,pip fruit
4357,yogurt,bathroom cleaner
4358,semi-finished bread,other vegetables,soda
4359,pot plants,pickled vegetables,house keeping products
4360,beverages,coffee
4361,sausage,grapes
4362,ice cream,flower (seeds)
4363,tropical fruit,root vegetables
4364,misc. beverages,citrus fruit,napkins
4365,beef,bottled water
4366,other vegetables,white bread,whole milk
4367,frozen vegetables,pastry
4368,pot plants,organic products
4369,berries,pork,whole milk,frozen vegetables,domestic eggs
4370,frankfurter,yogurt
4371,ham,other vegetables
4372,vinegar,butter,newspapers
4373,margarine,UHT-milk,brown bread
4374,specialty cheese,brown bread
4375,liqueur,yogurt
4376,citrus fruit,jam
4377,butter,butter
4378,bottled water,herbs
4379,soda,frozen meals
4380,whole milk,pip fruit,pasta,yogurt
4381,citrus fruit,hard cheese,canned fish
4382,soft cheese,rice
4383,curd,red/blush wine
4384,whole milk,whipped/sour cream
4385,light bulbs,cooking chocolate
4386,ham,other vegetables
4387,newspapers,bottled water,hard cheese
4388,yogurt,other vegetables
4389,soda,butter,other vegetables,margarine
4390,whole milk,bottled water
4391,tropical fruit,tropical fruit,soda,salty snack
4392,yogurt,whole milk,pickled vegetables,long life bakery product,mustard
4393,soda,dessert,dishes,sugar
4394,fruit/vegetable juice,bottled beer
4395,soda,seasonal products
4396,pastry,misc. beverages
4397,rolls/buns,salty snack,salty snack
4398,flour,chocolate marshmallow
4399,frankfurter,frankfurter,whole milk,canned fish
4400,rolls/buns,rolls/buns
4401,whole milk,shopping bags,specialty bar
4402,tropical fruit,pasta,napkins
4403,condensed milk,bottled water,bottled beer
4404,newspapers,flour
4405,UHT-milk,bottled beer,domestic eggs,rolls/buns
4406,tropical fruit,yogurt,candy
4407,soda,bottled water,whipped/sour cream
4408,pork,ice cream
4409,soda,packaged fruit/vegetables,butter milk
4410,frankfurter,coffee
4411,canned beer,yogurt
4412,sausage,candy
4413,curd,cling film/bags,candy,rolls/buns
4414,margarine,domestic eggs
4415,root vegetables,coffee
4416,pip fruit,ice cream,newspapers,pastry
4417,tropical fruit,tropical fruit
4418,pickled vegetables,soda,chewing gum,yogurt
4419,citrus fruit,beef,coffee
4420,yogurt,canned fish,pasta
4421,whole milk,cat food
4422,citrus fruit,soda
4423,whole milk,bottled water
4424,hamburger meat,sausage,margarine,tropical fruit,pickled vegetables
4425,soda,frozen meals,soft cheese,curd
4426,pork,soda
4427,root vegetables,bottled water
4428,misc. beverages,fruit/vegetable juice
4429,canned beer,chocolate marshmallow
4430,coffee,shopping bags
4431,cream cheese ,shopping bags
4432,root vegetables,whole milk
4433,whole milk,frozen vegetables
4434,root vegetables,bottled water,napkins,shopping bags,rice
4435,hamburger meat,ice cream
4436,ham,citrus fruit,sugar,ice cream,whole milk,chocolate marshmallow,specialty bar,candy
4437,yogurt,fruit/vegetable juice
4438,frozen vegetables,canned beer
4439,ham,whole milk,pastry,herbs,herbs,newspapers,chewing gum,whole milk
4440,turkey,condensed milk,yogurt
4441,ice cream,white wine,soups,instant coffee
4442,tropical fruit,whipped/sour cream
4443,tropical fruit,yogurt,misc. beverages
4444,butter milk,bottled beer,soda
4445,chicken,fruit/vegetable juice
4446,pork,processed cheese,beef,white wine,soda,packaged fruit/vegetables,sliced cheese,beverages
4447,turkey,whole milk
4448,other vegetables,whole milk,tropical fruit,yogurt
4449,soda,curd,soda
4450,meat,sugar,margarine,cat food
4451,root vegetables,whole milk
4452,chicken,sugar,domestic eggs
4453,dessert,pastry,hard cheese,candles
4454,bottled water,rolls/buns,waffles
4455,newspapers,frozen meals
4456,red/blush wine,yogurt
4457,canned beer,fruit/vegetable juice
4458,Instant food products,white bread,semi-finished bread
4459,root vegetables,dog food
4460,rolls/buns,packaged fruit/vegetables
4461,coffee,whole milk
4462,pastry,rolls/buns
4463,pet care,cake bar
4464,whole milk,margarine,rolls/buns
4465,citrus fruit,canned beer,hygiene articles,chicken,whole milk,napkins,white wine,UHT-milk,shopping bags
4466,bottled water,red/blush wine
4467,bottled water,domestic eggs
4468,whole milk,cat food
4469,beef,specialty bar,rolls/buns
4470,sausage,sausage
4471,beef,berries
4472,whipped/sour cream,soda
4473,whole milk,frozen potato products
4474,rolls/buns,meat,whole milk,domestic eggs,white bread,domestic eggs
4475,bottled water,whole milk
4476,soda,long life bakery product
4477,cereals,newspapers
4478,red/blush wine,sausage,soda,whole milk,rolls/buns
4479,canned beer,other vegetables
4480,root vegetables,soft cheese,yogurt,bottled water
4481,whole milk,soda
4482,dessert,pastry
4483,other vegetables,whole milk,yogurt,bottled water
4484,other vegetables,canned beer
4485,grapes,other vegetables
4486,yogurt,margarine,yogurt,soft cheese
4487,soda,ham
4488,bottled beer,dog food,oil
4489,fruit/vegetable juice,detergent
4490,red/blush wine,whole milk
4491,whole milk,frozen meals
4492,curd,other vegetables
4493,other vegetables,bottled water
4494,UHT-milk,other vegetables
4495,whipped/sour cream,other vegetables
4496,pip fruit,pork,seasonal products,canned beer
4497,cat food,fruit/vegetable juice
4498,tropical fruit,pork
4499,yogurt,tropical fruit,mayonnaise,curd,soft cheese
4500,beverages,rolls/buns
4501,butter milk,specialty fat
4502,semi-finished bread,white bread
4503,beef,butter milk
4504,frankfurter,rolls/buns
4505,tropical fruit,other vegetables
4506,domestic eggs,canned beer,shopping bags
4507,pot plants,citrus fruit,whipped/sour cream
4508,dessert,tropical fruit
4509,root vegetables,fruit/vegetable juice,berries,newspapers,chewing gum
4510,sausage,chicken,pip fruit,other vegetables
4511,chicken,vinegar
4512,butter,skin care,rolls/buns
4513,citrus fruit,whipped/sour cream
4514,specialty chocolate,chewing gum
4515,root vegetables,herbs
4516,salt,tropical fruit,newspapers
4517,rolls/buns,frozen vegetables,pot plants,pastry
4518,newspapers,root vegetables
4519,domestic eggs,curd
4520,domestic eggs,newspapers
4521,pork,pip fruit
4522,hamburger meat,tropical fruit
4523,whipped/sour cream,chocolate
4524,curd,meat,yogurt,whipped/sour cream
4525,chocolate marshmallow,soda
4526,other vegetables,other vegetables
4527,sausage,cream
4528,root vegetables,tropical fruit,other vegetables,processed cheese
4529,whole milk,butter
4530,semi-finished bread,whole milk,fruit/vegetable juice
4531,waffles,whole milk
4532,seasonal products,bottled beer
4533,bottled beer,yogurt
4534,yogurt,pip fruit
4535,misc. beverages,hard cheese,herbs,sugar
4536,meat,bottled water,soda
4537,tropical fruit,other vegetables,berries,butter
4538,citrus fruit,other vegetables
4539,onions,liquor (appetizer)
4540,canned beer,pastry
4541,root vegetables,whole milk,newspapers
4542,citrus fruit,whole milk
4543,ham,rolls/buns,flower (seeds)
4544,whole milk,other vegetables
4545,whole milk,soda
4546,canned fruit,brown bread
4547,fruit/vegetable juice,coffee
4548,beef,whole milk,frozen dessert,whipped/sour cream
4549,chocolate,whole milk
4550,brown bread,yogurt
4551,pastry,dish cleaner
4552,sausage,domestic eggs,sweet spreads
4553,chicken,coffee
4554,frankfurter,whole milk
4555,Instant food products,yogurt
4556,brown bread,yogurt
4557,margarine,brandy,root vegetables,shopping bags
4558,whole milk,salty snack
4559,pot plants,soda,hygiene articles
4560,bottled water,rolls/buns
4561,tropical fruit,soda
4562,pork,pip fruit,yogurt,salty snack
4563,domestic eggs,white bread,whipped/sour cream
4564,pip fruit,pasta
4565,light bulbs,pastry,UHT-milk,baking powder
4566,curd,zwieback
4567,berries,pastry
4568,mayonnaise,hard cheese,brown bread
4569,ice cream,bottled water
4570,cat food,domestic eggs
4571,other vegetables,photo/film,newspapers
4572,root vegetables,frozen fish
4573,fruit/vegetable juice,cream cheese 
4574,seasonal products,herbs,spread cheese,pickled vegetables
4575,root vegetables,waffles,whipped/sour cream
4576,soda,chocolate
4577,finished products,cream cheese 
4578,canned beer,salt
4579,detergent,ice cream,hamburger meat,soda,sugar
4580,sausage,honey,beverages,soda,frozen dessert,whipped/sour cream
4581,red/blush wine,bottled water
4582,frozen meals,white bread,cereals,ready soups
4583,other vegetables,canned beer
4584,chicken,oil
4585,domestic eggs,newspapers
4586,citrus fruit,flower (seeds),domestic eggs
4587,whole milk,butter,domestic eggs
4588,shopping bags,root vegetables,curd
4589,pip fruit,curd
4590,meat spreads,tropical fruit,rolls/buns
4591,root vegetables,frozen dessert,beverages
4592,frankfurter,pip fruit
4593,tropical fruit,margarine
4594,rolls/buns,domestic eggs
4595,frankfurter,frankfurter,tropical fruit,berries
4596,ham,white bread,long life bakery product
4597,yogurt,domestic eggs
4598,ham,pastry
4599,liquor,butter milk
4600,whole milk,meat spreads
4601,whole milk,rolls/buns
4602,pastry,tropical fruit,citrus fruit,coffee
4603,soda,meat
4604,pip fruit,specialty chocolate
4605,bottled beer,frozen meals
4606,waffles,whole milk
4607,kitchen towels,bottled water,citrus fruit,butter,hygiene articles
4608,coffee,soda
4609,chicken,frozen meals
4610,whole milk,yogurt,UHT-milk,specialty chocolate
4611,shopping bags,white wine
4612,dishes,chewing gum
4613,pork,beverages,brown bread,Instant food products,margarine
4614,root vegetables,coffee
4615,sausage,yogurt
4616,whole milk,soda,whipped/sour cream,dessert
4617,newspapers,cookware
4618,bottled beer,rolls/buns
4619,whole milk,candy
4620,ice cream,chicken,rolls/buns,whole milk
4621,beef,misc. beverages,beef,salty snack
4622,ham,soda,specialty chocolate
4623,pastry,baking powder,mustard
4624,frozen fish,margarine
4625,whole milk,yogurt
4626,tropical fruit,waffles
4627,meat,cake bar
4628,pot plants,shopping bags
4629,bottled water,dishes
4630,sausage,long life bakery product,curd
4631,pork,grapes,hygiene articles
4632,root vegetables,fruit/vegetable juice
4633,rolls/buns,yogurt,domestic eggs,white bread
4634,pickled vegetables,hygiene articles
4635,whole milk,tropical fruit
4636,pork,curd
4637,berries,root vegetables,bottled water
4638,brown bread,hygiene articles,shopping bags
4639,dessert,yogurt
4640,ham,soda
4641,beef,frozen vegetables
4642,bottled beer,beverages
4643,meat,pasta
4644,onions,yogurt,white bread
4645,sweet spreads,male cosmetics
4646,citrus fruit,frankfurter,tropical fruit,napkins
4647,pork,shopping bags
4648,pork,nuts/prunes,rolls/buns
4649,whole milk,soda,mustard
4650,skin care,processed cheese
4651,tropical fruit,whole milk,margarine,bottled beer
4652,sausage,pork
4653,frozen potato products,margarine
4654,other vegetables,yogurt
4655,ice cream,dog food
4656,other vegetables,frozen vegetables
4657,sugar,bottled water
4658,canned beer,coffee,flour
4659,beef,whole milk,frozen vegetables
4660,ham,whole milk
4661,tropical fruit,chocolate
4662,citrus fruit,sparkling wine,bottled water
4663,canned beer,dessert,frozen meals
4664,sausage,rolls/buns
4665,sliced cheese,newspapers
4666,white bread,photo/film
4667,salt,oil
4668,citrus fruit,beverages
4669,cat food,bottled beer,beef,brown bread,margarine,rolls/buns
4670,beef,other vegetables
4671,meat,domestic eggs
4672,tropical fruit,grapes,sugar
4673,soft cheese,whipped/sour cream
4674,snack products,liquor (appetizer)
4675,whole milk,long life bakery product
4676,whole milk,pork,UHT-milk,sliced cheese,beverages
4677,sausage,soda
4678,other vegetables,soda
4679,other vegetables,red/blush wine,rolls/buns,frozen vegetables
4680,yogurt,shopping bags
4681,citrus fruit,whole milk
4682,whole milk,chocolate
4683,pork,whole milk,whole milk
4684,newspapers,shopping bags
